"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"
"GO:0051048"	"GO:0051048"	"negative regulation of secretion"	169	0.432451635361499	1.79481472122968	6.98750765936799e-06	8.23114286096459e-05	5.31511215259103e-05	3132	"tags=36%, list=19%, signal=29%"
"GO:0035136"	"GO:0035136"	"forelimb morphogenesis"	37	-0.615067980966585	-2.2284471649208	7.08220698321521e-06	8.32587679821127e-05	5.37628488517844e-05	290	"tags=32%, list=2%, signal=32%"
"GO:1903861"	"GO:1903861"	"positive regulation of dendrite extension"	25	0.729052352938002	2.17539800588644	7.24554567036202e-06	8.50075992029798e-05	5.48921250934766e-05	2612	"tags=60%, list=16%, signal=50%"
"GO:0033045"	"GO:0033045"	"regulation of sister chromatid segregation"	101	-0.430967910654644	-1.91796073854297	7.2804463101841e-06	8.52455470575974e-05	5.5045775632062e-05	3164	"tags=48%, list=20%, signal=38%"
"GO:0030490"	"GO:0030490"	"maturation of SSU-rRNA"	49	-0.568874012359941	-2.1591764390716	7.32172178095683e-06	8.53859194095186e-05	5.51364185483844e-05	5216	"tags=73%, list=32%, signal=50%"
"GO:0016188"	"GO:0016188"	"synaptic vesicle maturation"	27	0.709584678629302	2.15196383516087	7.31581707739212e-06	8.53859194095186e-05	5.51364185483844e-05	2817	"tags=67%, list=17%, signal=55%"
"GO:0099558"	"GO:0099558"	"maintenance of synapse structure"	44	0.626332097109991	2.09275750611488	7.38855347988065e-06	8.59933240342995e-05	5.55286391375839e-05	1759	"tags=45%, list=11%, signal=41%"
"GO:0032228"	"GO:0032228"	"regulation of synaptic transmission, GABAergic"	45	0.623715405650072	2.09288519055771	7.53687265833721e-06	8.75000177758373e-05	5.65015594660427e-05	1381	"tags=36%, list=9%, signal=33%"
"GO:0006941"	"GO:0006941"	"striated muscle contraction"	144	0.456847128896548	1.85772345282907	7.54802074108149e-06	8.75000177758373e-05	5.65015594660427e-05	2709	"tags=33%, list=17%, signal=28%"
"GO:1902749"	"GO:1902749"	"regulation of cell cycle G2/M phase transition"	118	-0.416649941431053	-1.88172650211976	7.67574418601589e-06	8.88040959298783e-05	5.73436444306158e-05	3859	"tags=47%, list=24%, signal=36%"
"GO:0048639"	"GO:0048639"	"positive regulation of developmental growth"	185	0.436041668731701	1.82934493421483	7.72141952295199e-06	8.9155638095709e-05	5.7570646448357e-05	2720	"tags=34%, list=17%, signal=28%"
"GO:0006821"	"GO:0006821"	"chloride transport"	86	0.533033193454648	1.99810252612999	7.76706633701177e-06	8.95054620773036e-05	5.77965389795945e-05	1904	"tags=36%, list=12%, signal=32%"
"GO:0031503"	"GO:0031503"	"protein-containing complex localization"	127	0.469506857880484	1.87458060405122	7.98771336797573e-06	9.18665811610778e-05	5.93211890734956e-05	2845	"tags=42%, list=18%, signal=35%"
"GO:0030901"	"GO:0030901"	"midbrain development"	40	-0.592658007296576	-2.18179973681006	8.24423435696993e-06	9.46301782194718e-05	6.11057320656474e-05	3930	"tags=57%, list=24%, signal=44%"
"GO:0099174"	"GO:0099174"	"regulation of presynapse organization"	40	0.638902391704939	2.09598955313555	8.31403055662043e-06	9.52438353156262e-05	6.15019900755481e-05	3036	"tags=62%, list=19%, signal=51%"
"GO:0060070"	"GO:0060070"	"canonical Wnt signaling pathway"	289	-0.317595888844372	-1.61366387921001	8.50542823772193e-06	9.72453961846208e-05	6.27944619325725e-05	3942	"tags=39%, list=24%, signal=30%"
"GO:0098900"	"GO:0098900"	"regulation of action potential"	66	0.55918284669897	1.98742535532838	8.76104985327689e-06	9.97767220594874e-05	6.44290199941847e-05	2949	"tags=52%, list=18%, signal=42%"
"GO:0009952"	"GO:0009952"	"anterior/posterior pattern specification"	169	-0.369578985015841	-1.74976621445312	8.75006344138248e-06	9.97767220594874e-05	6.44290199941847e-05	2760	"tags=40%, list=17%, signal=34%"
"GO:0099509"	"GO:0099509"	"regulation of presynaptic cytosolic calcium ion concentration"	24	0.733395768928008	2.15200694359566	8.77879608553851e-06	9.97839375726609e-05	6.44336792817713e-05	2174	"tags=67%, list=13%, signal=58%"
"GO:0061053"	"GO:0061053"	"somite development"	76	-0.473021477349972	-1.99565804092166	9.18485169971147e-06	0.000104196245644003	6.7282847695818e-05	3930	"tags=53%, list=24%, signal=40%"
"GO:0048144"	"GO:0048144"	"fibroblast proliferation"	130	-0.401788072235372	-1.85095030353928	9.34058068048938e-06	0.000105757137762978	6.82907656496893e-05	2001	"tags=29%, list=12%, signal=26%"
"GO:0032204"	"GO:0032204"	"regulation of telomere maintenance"	98	-0.444560464273672	-1.97066633216625	9.42048484029e-06	0.00010645513004599	6.87414815865306e-05	3274	"tags=38%, list=20%, signal=30%"
"GO:0021955"	"GO:0021955"	"central nervous system neuron axonogenesis"	43	0.625510093652289	2.08555178153653	9.50067178827717e-06	0.000107153611600472	6.91925134616053e-05	2746	"tags=47%, list=17%, signal=39%"
"GO:0010717"	"GO:0010717"	"regulation of epithelial to mesenchymal transition"	93	-0.456318842426431	-1.98052873198583	9.55602906300466e-06	0.000107569894722742	6.94613207851405e-05	2958	"tags=39%, list=18%, signal=32%"
"GO:0035825"	"GO:0035825"	"homologous recombination"	47	-0.559011856298419	-2.10070190200761	9.62927826152089e-06	0.00010818559064148	6.98588953279794e-05	3125	"tags=47%, list=19%, signal=38%"
"GO:0098761"	"GO:0098761"	"cellular response to interleukin-7"	22	-0.704484524515571	-2.25600123680905	1.03079845561721e-05	0.000115588188359691	7.4638989387505e-05	2814	"tags=59%, list=17%, signal=49%"
"GO:0048732"	"GO:0048732"	"gland development"	410	-0.27676945050569	-1.46589968043861	1.047839001877e-05	0.000117273497503738	7.57272473929491e-05	3180	"tags=30%, list=20%, signal=25%"
"GO:0006352"	"GO:0006352"	"DNA-templated transcription initiation"	197	-0.346378370141338	-1.69475601742724	1.05719405919481e-05	0.000118093842129597	7.62569701500271e-05	5340	"tags=47%, list=33%, signal=32%"
"GO:0010817"	"GO:0010817"	"regulation of hormone levels"	453	0.350195940861536	1.5808668947486	1.08678981329125e-05	0.000121167713217997	7.82418670049873e-05	3177	"tags=32%, list=20%, signal=26%"
"GO:0022898"	"GO:0022898"	"regulation of transmembrane transporter activity"	58	0.574203064813276	2.01180758128824	1.09024140503838e-05	0.000121320565511046	7.83405686183665e-05	2645	"tags=41%, list=16%, signal=35%"
"GO:0014052"	"GO:0014052"	"regulation of gamma-aminobutyric acid secretion"	13	0.820437591183116	2.09186499219732	1.10931728677222e-05	0.000123208173317501	7.95594573390324e-05	639	"tags=54%, list=4%, signal=52%"
"GO:0008277"	"GO:0008277"	"regulation of G protein-coupled receptor signaling pathway"	136	0.457136541077588	1.83260216603965	1.1187181975866e-05	0.000124016080040446	8.00811485444722e-05	2824	"tags=36%, list=18%, signal=30%"
"GO:0071824"	"GO:0071824"	"protein-DNA complex organization"	189	-0.362487297716807	-1.74973459922233	1.14437116570822e-05	0.000126619132205781	8.17620225654314e-05	4147	"tags=43%, list=26%, signal=33%"
"GO:0007566"	"GO:0007566"	"embryo implantation"	60	-0.522303454022524	-2.07363965431201	1.18946273821615e-05	0.000131359038381409	8.48227315510202e-05	3285	"tags=47%, list=20%, signal=37%"
"GO:0060541"	"GO:0060541"	"respiratory system development"	227	-0.328408290111838	-1.62858475155152	1.20076362278917e-05	0.000132356383449596	8.54667491536536e-05	3243	"tags=32%, list=20%, signal=26%"
"GO:0071459"	"GO:0071459"	"protein localization to chromosome, centromeric region"	28	-0.657213370429854	-2.20898021483386	1.20385198913012e-05	0.000132446432992787	8.55248970232061e-05	4018	"tags=71%, list=25%, signal=54%"
"GO:0032206"	"GO:0032206"	"positive regulation of telomere maintenance"	73	-0.474320199776559	-1.98291198945791	1.22464103804244e-05	0.000134479884987297	8.68379619997582e-05	3274	"tags=42%, list=20%, signal=34%"
"GO:0006271"	"GO:0006271"	"DNA strand elongation involved in DNA replication"	14	-0.794305011974043	-2.24574772669506	1.26038429513803e-05	0.000138144752348681	8.92044840464726e-05	3254	"tags=93%, list=20%, signal=74%"
"GO:0007596"	"GO:0007596"	"blood coagulation"	151	-0.37563471142129	-1.76283328919403	1.2910788912405e-05	0.000141243546244341	9.12054743550364e-05	3839	"tags=43%, list=24%, signal=33%"
"GO:0072091"	"GO:0072091"	"regulation of stem cell proliferation"	86	-0.466513728404565	-2.02006881326705	1.36063724007545e-05	0.000148574452188763	9.59392747437392e-05	2741	"tags=38%, list=17%, signal=32%"
"GO:1903522"	"GO:1903522"	"regulation of blood circulation"	225	0.403509984334448	1.71819348258434	1.39906221919974e-05	0.000152484706544928	9.84642510197238e-05	3161	"tags=34%, list=20%, signal=28%"
"GO:0015931"	"GO:0015931"	"nucleobase-containing compound transport"	194	-0.34688398114573	-1.69023111626715	1.40931010487045e-05	0.000153315060102604	9.90004368641319e-05	4426	"tags=46%, list=27%, signal=34%"
"GO:0007091"	"GO:0007091"	"metaphase/anaphase transition of mitotic cell cycle"	90	-0.457201779574554	-1.99068869731312	1.41777953720208e-05	0.000153949208220211	9.94099265818257e-05	3164	"tags=51%, list=20%, signal=41%"
"GO:0030071"	"GO:0030071"	"regulation of mitotic metaphase/anaphase transition"	85	-0.449389903163782	-1.94385622415323	1.42240358977308e-05	0.000154164225501243	9.95487701157957e-05	3164	"tags=51%, list=20%, signal=41%"
"GO:0086003"	"GO:0086003"	"cardiac muscle cell contraction"	65	0.556058017679531	1.97338818078148	1.44251834573765e-05	0.000156054257402528	0.000100769224152008	2709	"tags=46%, list=17%, signal=39%"
"GO:0002183"	"GO:0002183"	"cytoplasmic translational initiation"	50	-0.555216025286897	-2.11883584394683	1.44541439484373e-05	0.000156064489250651	0.000100775831183525	4397	"tags=68%, list=27%, signal=50%"
"GO:0034767"	"GO:0034767"	"positive regulation of monoatomic ion transmembrane transport"	105	0.483137112731826	1.86378121801605	1.44796584950441e-05	0.000156064489250651	0.000100775831183525	3035	"tags=42%, list=19%, signal=34%"
"GO:0070507"	"GO:0070507"	"regulation of microtubule cytoskeleton organization"	160	0.439412377163178	1.80452224497581	1.47168309432275e-05	0.000158328120350479	0.000102237530168819	2841	"tags=37%, list=18%, signal=31%"
"GO:0001522"	"GO:0001522"	"pseudouridine synthesis"	18	-0.740576401130342	-2.24785158068867	1.49027298765987e-05	0.000160032813831395	0.000103338305260432	2996	"tags=67%, list=19%, signal=54%"
"GO:0007548"	"GO:0007548"	"sex differentiation"	263	-0.315342815799952	-1.58236969891305	1.50339353902314e-05	0.000161144994964042	0.000104056476182	3209	"tags=32%, list=20%, signal=26%"
"GO:0051984"	"GO:0051984"	"positive regulation of chromosome segregation"	30	-0.622974524122583	-2.12143620778968	1.53223160851374e-05	0.00016393472494025	0.000105857894034837	3094	"tags=67%, list=19%, signal=54%"
"GO:0006367"	"GO:0006367"	"transcription initiation at RNA polymerase II promoter"	160	-0.365262497852563	-1.71212934771151	1.53509485752311e-05	0.000163940258502147	0.0001058614672327	5340	"tags=51%, list=33%, signal=34%"
"GO:0000460"	"GO:0000460"	"maturation of 5.8S rRNA"	33	-0.63807606099961	-2.23678176955002	1.54112609505655e-05	0.000164214336073708	0.000106038447884836	4770	"tags=73%, list=30%, signal=51%"
"GO:0048872"	"GO:0048872"	"homeostasis of number of cells"	362	-0.289975952539187	-1.50817360557761	1.54329370894172e-05	0.000164214336073708	0.000106038447884836	3340	"tags=31%, list=21%, signal=25%"
"GO:0007565"	"GO:0007565"	"female pregnancy"	145	-0.382581596955996	-1.78003917639969	1.59485824620753e-05	0.000169391956896833	0.000109381803215116	3138	"tags=35%, list=19%, signal=29%"
"GO:0050817"	"GO:0050817"	"coagulation"	154	-0.367794379156112	-1.72242360955208	1.64473641499907e-05	0.000174371964288356	0.000112597553233525	3839	"tags=42%, list=24%, signal=32%"
"GO:0000956"	"GO:0000956"	"nuclear-transcribed mRNA catabolic process"	119	-0.407440514220785	-1.83942153062586	1.65407612673576e-05	0.000175043881941855	0.000113031431948301	4636	"tags=42%, list=29%, signal=30%"
"GO:0051938"	"GO:0051938"	"L-glutamate import"	40	0.628250157259044	2.06104372665873	1.7540481554146e-05	0.000185287224533017	0.000119645885810794	2326	"tags=48%, list=14%, signal=41%"
"GO:0060623"	"GO:0060623"	"regulation of chromosome condensation"	14	-0.789016243240748	-2.23079472982262	1.77160902965734e-05	0.000186803838190451	0.000120625211746156	2731	"tags=86%, list=17%, signal=71%"
"GO:0001707"	"GO:0001707"	"mesoderm formation"	64	-0.501201584634898	-2.03943407302976	1.80465356558293e-05	0.00018994467402372	0.000122653349878209	3533	"tags=50%, list=22%, signal=39%"
"GO:0014020"	"GO:0014020"	"primary neural tube formation"	110	-0.411626807942744	-1.82900920075296	1.86981266396805e-05	0.00019644824583059	0.000126852914158629	4253	"tags=43%, list=26%, signal=32%"
"GO:1990504"	"GO:1990504"	"dense core granule exocytosis"	18	0.764285742966827	2.12671072008477	1.8965238310585e-05	0.000198539146479392	0.000128203075568294	736	"tags=50%, list=5%, signal=48%"
"GO:0071168"	"GO:0071168"	"protein localization to chromatin"	48	-0.544028320136456	-2.05344704456668	1.89417102774608e-05	0.000198539146479392	0.000128203075568294	3500	"tags=46%, list=22%, signal=36%"
"GO:0045143"	"GO:0045143"	"homologous chromosome segregation"	47	-0.547757513951764	-2.05840938511894	1.91374182732517e-05	0.000199982591310628	0.000129135154052861	2292	"tags=36%, list=14%, signal=31%"
"GO:1904356"	"GO:1904356"	"regulation of telomere maintenance via telomere lengthening"	48	-0.543912402307376	-2.05300951013193	1.93796640741789e-05	0.000202126992626434	0.000130519862554	4504	"tags=58%, list=28%, signal=42%"
"GO:0141091"	"GO:0141091"	"transforming growth factor beta receptor superfamily signaling pathway"	311	-0.297663722930313	-1.53534618500157	1.94119560745675e-05	0.000202126992626434	0.000130519862554	3150	"tags=29%, list=20%, signal=24%"
"GO:0051315"	"GO:0051315"	"attachment of mitotic spindle microtubules to kinetochore"	25	-0.657540009310367	-2.16552255801644	1.99971739576988e-05	0.000207849414166384	0.000134215013128227	2458	"tags=60%, list=15%, signal=51%"
"GO:0009123"	"GO:0009123"	"nucleoside monophosphate metabolic process"	73	-0.468804705209397	-1.95985427378363	2.05690049748372e-05	0.000213412576527181	0.000137807324957844	2978	"tags=42%, list=18%, signal=35%"
"GO:0099519"	"GO:0099519"	"dense core granule cytoskeletal transport"	12	0.821991177699632	2.05993721190157	2.08379331829133e-05	0.000215818807086266	0.000139361104973882	1751	"tags=83%, list=11%, signal=74%"
"GO:0050954"	"GO:0050954"	"sensory perception of mechanical stimulus"	169	0.41919524474901	1.73979639530341	2.13840021926925e-05	0.000221081767350337	0.00014275956671008	3213	"tags=38%, list=20%, signal=31%"
"GO:0007143"	"GO:0007143"	"female meiotic nuclear division"	37	-0.598643619300332	-2.1689402106923	2.19269742477234e-05	0.000226294135997301	0.000146125359821345	2731	"tags=51%, list=17%, signal=43%"
"GO:0051589"	"GO:0051589"	"negative regulation of neurotransmitter transport"	13	0.81191041050591	2.0701232888277	2.22959050495816e-05	0.000229695092480761	0.000148321466175104	1608	"tags=62%, list=10%, signal=55%"
"GO:0032892"	"GO:0032892"	"positive regulation of organic acid transport"	46	0.59523998250188	2.00566797454807	2.24037170309624e-05	0.000230398719590021	0.000148775820699439	1757	"tags=35%, list=11%, signal=31%"
"GO:1902950"	"GO:1902950"	"regulation of dendritic spine maintenance"	13	0.811299646289314	2.06856602682885	2.25369395260064e-05	0.000230954120168969	0.00014913446061331	1088	"tags=46%, list=7%, signal=43%"
"GO:0032784"	"GO:0032784"	"regulation of DNA-templated transcription elongation"	84	-0.458666441657915	-1.97838205589521	2.25265010089675e-05	0.000230954120168969	0.00014913446061331	4235	"tags=45%, list=26%, signal=34%"
"GO:0008361"	"GO:0008361"	"regulation of cell size"	196	0.414081355833551	1.74181261060059	2.29821674357675e-05	0.000235103540908703	0.000151813874270989	2898	"tags=32%, list=18%, signal=27%"
"GO:0060048"	"GO:0060048"	"cardiac muscle contraction"	111	0.466171205560139	1.81712470915339	2.36301197955492e-05	0.000241308631397281	0.000155820699619651	2709	"tags=34%, list=17%, signal=29%"
"GO:0010972"	"GO:0010972"	"negative regulation of G2/M transition of mitotic cell cycle"	70	-0.474024705373066	-1.95022499537028	2.37349313158431e-05	0.00024195521766203	0.000156238221046689	3445	"tags=47%, list=21%, signal=37%"
"GO:0071214"	"GO:0071214"	"cellular response to abiotic stimulus"	303	-0.296977451697085	-1.5237133033468	2.39019248798425e-05	0.000242808578352547	0.000156789263332472	3209	"tags=31%, list=20%, signal=26%"
"GO:0104004"	"GO:0104004"	"cellular response to environmental stimulus"	303	-0.296977451697085	-1.5237133033468	2.39019248798425e-05	0.000242808578352547	0.000156789263332472	3209	"tags=31%, list=20%, signal=26%"
"GO:0032695"	"GO:0032695"	"negative regulation of interleukin-12 production"	12	-0.812662535402531	-2.17603230071412	2.41224957815937e-05	0.000244623083308649	0.000157960947205054	900	"tags=33%, list=6%, signal=31%"
"GO:0044773"	"GO:0044773"	"mitotic DNA damage checkpoint signaling"	69	-0.473881429611007	-1.9516358750411	2.45847893080535e-05	0.00024887830981816	0.000160708683031629	3470	"tags=48%, list=22%, signal=38%"
"GO:0009156"	"GO:0009156"	"ribonucleoside monophosphate biosynthetic process"	35	-0.608198518960333	-2.1554930739679	2.49682146414427e-05	0.000251885224176908	0.000162650343785177	3625	"tags=63%, list=23%, signal=49%"
"GO:0008589"	"GO:0008589"	"regulation of smoothened signaling pathway"	95	-0.426213163533653	-1.86644976620824	2.4949670440211e-05	0.000251885224176908	0.000162650343785177	4205	"tags=44%, list=26%, signal=33%"
"GO:0097091"	"GO:0097091"	"synaptic vesicle clustering"	19	0.756737994171114	2.13973633260277	2.50630895415323e-05	0.000252405656505483	0.000162986403581603	1350	"tags=53%, list=8%, signal=48%"
"GO:0021952"	"GO:0021952"	"central nervous system projection neuron axonogenesis"	32	0.672503929234403	2.11855023635005	2.51621075654459e-05	0.000252965946920888	0.000163348201019238	2746	"tags=56%, list=17%, signal=47%"
"GO:0008015"	"GO:0008015"	"blood circulation"	435	0.345146127904138	1.55477552515374	2.52311362385706e-05	0.000253223331165414	0.000163514402256304	3221	"tags=30%, list=20%, signal=25%"
"GO:1903311"	"GO:1903311"	"regulation of mRNA metabolic process"	287	-0.303031079015553	-1.53494410271924	2.54550387193107e-05	0.000255031496172338	0.00016468199222097	3478	"tags=33%, list=22%, signal=27%"
"GO:0072583"	"GO:0072583"	"clathrin-dependent endocytosis"	49	0.594067546357757	2.02900955654166	2.55767371069573e-05	0.000255811241973702	0.000165185499018843	1565	"tags=31%, list=10%, signal=28%"
"GO:0031114"	"GO:0031114"	"regulation of microtubule depolymerization"	41	0.603350234468071	1.98984113949892	2.58061001350514e-05	0.000257663304601857	0.000166381435081252	2778	"tags=51%, list=17%, signal=42%"
"GO:0048844"	"GO:0048844"	"artery morphogenesis"	74	-0.470737565739913	-1.9694867673517	2.62277975789536e-05	0.000261426132791245	0.000168811213567102	3138	"tags=42%, list=19%, signal=34%"
